Date,Recorder,Site,Block,Group,Plot,Quadrant,Species (Nell),Species,Cover,Notes,what3words,
2022-07-01,Nell Pates,Knepp,N,NA,122,2,dead leaves,dead leaves,95,,breezy.nuance.headlight,
2022-07-01,Nell Pates,Knepp,N,NA,122,2,sticks,sticks,10,,breezy.nuance.headlight,
2022-07-01,Nell Pates,Knepp,N,NA,122,2,small leafy,Circaea lutetiansa,6,,breezy.nuance.headlight,
2022-07-01,Nell Pates,Knepp,N,NA,122,3,Hazel,Corylus avellana,0,overhang - 100,breezy.nuance.headlight,
2022-07-01,Nell Pates,Knepp,N,NA,122,3,Hawthorn ,Crataegus monogyna,0,,breezy.nuance.headlight,
2022-07-01,Nell Pates,Knepp,N,NA,122,3,bramble,Rubus fruticosus,15,,breezy.nuance.headlight,
2022-07-01,Nell Pates,Knepp,N,NA,122,3,sedge - carex sp,Carex sylvatica,2,,breezy.nuance.headlight,
2022-07-01,Nell Pates,Knepp,N,NA,122,3,dead leaves,dead leaves,99,,breezy.nuance.headlight,
2022-07-01,Nell Pates,Knepp,N,NA,122,3,sticks,sticks,20,,breezy.nuance.headlight,
2022-07-01,Nell Pates,Knepp,N,NA,122,3,lichen,lichen,1,,breezy.nuance.headlight,
2022-07-01,Nell Pates,Knepp,N,NA,122,3,moss,moss,1,,breezy.nuance.headlight,
2022-07-01,Nell Pates,Knepp,N,NA,122,3,small leafy,Circaea lutetiansa,5,,breezy.nuance.headlight,
2022-07-01,Nell Pates,Knepp,N,NA,122,3,Buttercup sp?,Geum urbanum,0,overhang,breezy.nuance.headlight,
2022-07-01,Nell Pates,Knepp,N,NA,122,4,Hazel,Corylus avellana,0,overhang - 100,breezy.nuance.headlight,
2022-07-01,Nell Pates,Knepp,N,NA,122,4,bramble,Rubus fruticosus,5,+ 10 overhang,breezy.nuance.headlight,
2022-07-01,Nell Pates,Knepp,N,NA,122,4,sedge - carex sp,Carex sylvatica,20,,breezy.nuance.headlight,
2022-07-01,Nell Pates,Knepp,N,NA,122,4,dead leaves,dead leaves,70,,breezy.nuance.headlight,
2022-07-01,Nell Pates,Knepp,N,NA,122,4,bare soil,bare soil,8,,breezy.nuance.headlight,
2022-07-01,Nell Pates,Knepp,N,NA,122,4,sticks,sticks,5,,breezy.nuance.headlight,
2022-07-01,Nell Pates,Knepp,N,NA,122,4,moss,moss,1,,breezy.nuance.headlight,
2022-07-01,Nell Pates,Knepp,N,NA,122,4,lichen,lichen,1,,breezy.nuance.headlight,
2022-07-01,Nell Pates,Knepp,N,NA,122,4,small leafy,Circaea lutetiansa,4,,breezy.nuance.headlight,
2022-07-04,Nell Pates,Knepp,N,NA,112,1,Grass 1 - Agrostis capillaris,Agrostis capillaris,45,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,1,Grass 2 - Holcus lanatus,Holcus lanatus,35,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,1,Dandelion,Taraxacum officinale,5,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,1,stiff square stem,Odontites verna,2,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,1,senesced grass,senesced grass,10,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,1,animal droppings,animal droppings,8,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,1,little fluffy,Cirsium dissectum,0.5,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,1,bare soil,bare soil,15,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,2,Grass 1 - Agrostis capillaris,Agrostis capillaris,15,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,2,Grass 2 - Holcus lanatus,Holcus lanatus,50,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,2,Grass 3 - Lolium perenne,Lolium perenne,5,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,2,Dandelion,Taraxacum officinale,10,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,2,stiff square stem,Odontites verna,4,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,2,something vetchy,Vicia hirsuta,0.1,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,2,dead vetch,dead vetch,0.1,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,2,senesced grass,senesced grass,10,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,2,animal droppings,animal droppings,20,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,2,R repens,Ranunculus repens,5,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,3,Grass 1 - Agrostis capillaris,Agrostis capillaris,10,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,3,Grass 2 - Holcus lanatus,Holcus lanatus,40,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,3,Grass 3 - Lolium perenne,Lolium perenne,8,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,3,Dandelion,Taraxacum officinale,2,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,3,stiff square stem,Odontites verna,30,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,3,vetch,Vicia hirsuta,1,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,3,Ragwort,Senecio jacobaea,2,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,3,senesced grass,senesced grass,5,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,3,animal droppings,animal droppings,20,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,3,moss,moss,1,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,4,Grass 1 - Agrostis capillaris,Agrostis capillaris,2,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,4,Grass 2 - Holcus lanatus,Holcus lanatus,30,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,4,Grass 3 - Lolium perenne,Lolium perenne,60,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,4,Dandelion,Taraxacum officinale,8,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,4,stiff square stem,Odontites verna,6,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,4,"3 leaves, tiny yellow flowers in clusters",Trifolium dubium,1,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,4,vetch,Vicia hirsuta,0.1,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,112,4,Animal droppings,animal droppings,15,,darts.sleepers.giggled,
2022-07-04,Nell Pates,Knepp,N,NA,113,1,Grass 1 - cocksfoot,Dactylis glomerata,2,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,1,Grass 2 - Holcus lanatus,Holcus lanatus,40,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,1,Fleabane,Pulicaria dysenterica,45,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,1,Dandelion,Taraxacum officinale,10,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,1,Grass 3 - Agrostis capillaris,Agrostis capillaris,1,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,1,Long leaves,Centaurea nigra s.l.,20,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,1,"Tall, stiff, square stem with fuzz flowers",Centaurea nigra,5,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,1,Stellaria graminea,Cerastium fontanum,1,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,1,R repens,Ranunculus repens,5,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,1,Red leaves with brown dried fruits,Geranium dissectum,0.5,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,2,Grass 2 - Holcus lanatus,Holcus lanatus,30,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,2,Grass 4 ?,Arrhenatherum elatius,1,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,2,Fleabane,Pulicaria dysenterica,15,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,2,Dandelion,Taraxacum officinale,5,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,2,Long leaves,Centaurea nigra s.l.,25,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,2,"Tall, stiff, square stem with fuzz flowers",Centaurea nigra,12,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,2,Stellaria graminea,Cerastium fontanum,5,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,2,"Yellow flowers, spear-like leaves",Crepis paludosa,2,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,2,vetch,Vicia tetrasperma,0.1,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,2,senesced grass,senesced grass,40,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,3,Grass 1 - cocksfoot,Dactylis glomerata,5,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,3,Grass 2 - Holcus lanatus,Holcus lanatus,65,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,3,Grass 3 - Agrostis capillaris,Agrostis capillaris,10,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,3,Grass 4 ?,Arrhenatherum elatius,1,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,3,Dandelion,Taraxacum officinale,5,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,3,Fleabane,Pulicaria dysenterica,2,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,3,Long leaves,Centaurea nigra s.l.,10,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,3,"Tall, stiff, square stem with fuzz flowers",Centaurea nigra,15,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,3,"Yellow flowers, spear-like leaves",Crepis paludosa,5,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,3,Stellaria graminea,Cerastium fontanum,8,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,3,Trifolium dubium,Trifolium dubium,1,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,3,senesced grass,senesced grass,10,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,3,round wrinkled leaves,Senecio jacobaea,5,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,4,Grass 1 - cocksfoot,Dactylis glomerata,1,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,4,Grass 2 - Holcus lanatus,Holcus lanatus,80,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,4,Grass 3 - Agrostis capillaris,Agrostis capillaris,5,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,4,Dandelion,Taraxacum officinale,5,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,4,Fleabane,Pulicaria dysenterica,4,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,4,Long leaves,Centaurea nigra s.l.,15,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,4,"Tall, stiff, square stem with fuzz flowers",Centaurea nigra,10,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,4,"Yellow flowers, spear-like leaves",Crepis paludosa,3,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,4,Stellaria graminea,Cerastium fontanum,2,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,4,Trifolium dubium,Trifolium dubium,0.1,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,4,small clump wrinkled leaves,Senecio jacobaea,1,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,4,dead twig shrub,dead shrub,4,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,4,oak sapling,Quercus robur,1,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,4,dead leaves,dead leaves,3,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,113,4,senesced grass,senesced grass,25,,call.defers.goose,
2022-07-04,Nell Pates,Knepp,N,NA,111,1,Holcus lanatus,Holcus lanatus,85,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,N,NA,111,1,Thistle,Cirsium arvense,45,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,N,NA,111,1,senesced grass,senesced grass,20,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,N,NA,111,1,dead leaves,dead leaves,5,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,N,NA,111,1,Grass 2 - Agrostis capillaris,Agrostis stolonifera,2,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,N,NA,111,2,Holcus lanatus,Holcus lanatus,95,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,N,NA,111,2,Thistle,Cirsium arvense,25,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,N,NA,111,2,Potentilla reptans,Potentilla reptans,10,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,N,NA,111,2,senesced grass,senesced grass,15,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,N,NA,111,2,dead leaves,dead leaves,5,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,N,NA,111,2,Grass 3 - soft brome,Bromus hordeaceus,0.1,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,N,NA,111,2,damaged leaves,leaves,1,damaged,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,N,NA,111,3,Holcus lanatus,Holcus lanatus,80,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,N,NA,111,3,Thistle,Cirsium arvense,15,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,N,NA,111,3,Grass 3 - soft brome,Bromus hordeaceus,1,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,N,NA,111,3,White clover,Trifolium repens,5,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,N,NA,111,3,"square stem, alternating leaves",Parentucellia viscosa,0.5,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,N,NA,111,3,Little shoot,shoot,0.5,too small to ID,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,N,NA,111,3,moss,moss,0.1,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,N,NA,111,3,Grass 2 - Agrostis capillaris,Agrostis stolonifera,2,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,N,NA,111,3,dead thistle,Cirsium arvense,2,dead,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,N,NA,111,3,senesced grass,senesced grass,40,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,N,NA,111,3,"Hairy stem, alternating leaves",Senecio erucifolius,8,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,N,NA,111,4,Holcus lanatus,Holcus lanatus,60,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,N,NA,111,4,Thistle,Cirsium arvense,50,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,N,NA,111,4,senesced grass,senesced grass,50,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,N,NA,111,4,Grass 3 - soft brome,Bromus hordeaceus,1,,promotion.zest.derailed,
2022-07-04,Nell Pates,Knepp,N,NA,222,1,Bracken,bracken,35,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,1,dead bracken,dead bracken,5,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,1,sapling (hazel?),Corylus avellana,35,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,1,fluffy paired leaves,Veronica chamaedrys,4,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,1,Ragwort,Senecio jacobaea,3,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,1,Grass 1 - Agrostis capillaris,Agrostis capillaris,85,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,1,heart shaped leaves,Viola riviniana,4,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,1,"very hairy stem, 3 leaves",Potentilla sterilis,10,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,1,Stellaria graminea,Cerastium fontanum,1,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,1,senesced grass,senesced grass,40,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,2,dead bracken,dead bracken,3,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,2,Bracken,bracken,50,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,2,fluffy paired leaves,Veronica chamaedrys,3,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,2,Grass 1 - Agrostis capillaris,Agrostis capillaris,85,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,2,heart shaped leaves,Viola riviniana,3,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,2,"very hairy stem, 3 leaves",Potentilla sterilis,8,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,2,Grass 2 - Timothy,Phleum bertolonii,0.1,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,2,Stellaria graminea,Cerastium fontanum,1,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,2,Ragwort,Senecio jacobaea,4,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,2,"Skinny, yellow flowers",Hypericum perforatum,3,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,2,vetch (pale blue?),Vicia tetrasperma,0.1,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,2,senesced grass,senesced grass,15,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,3,fluffy paired leaves,Veronica chamaedrys,1,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,3,heart shaped leaves,Viola riviniana,5,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,3,"very hairy stem, 3 leaves",Potentilla sterilis,10,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,3,Grass 1 - Agrostis capillaris,Agrostis capillaris,95,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,3,Grass 3 - Holcus lanatus,Holcus lanatus,2,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,3,Bramble,Rubus fruticosus,2,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,3,senesced grass,senesced grass,60,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,3,Grass 4 - senesced brome?,Bromus hordeaceus,1,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,3,Grass 2 - Timothy,Phleum bertolonii,1,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,4,fluffy paired leaves,Veronica chamaedrys,2,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,4,heart shaped leaves,Viola riviniana,5,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,4,"very hairy stem, 3 leaves",Potentilla sterilis,15,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,4,Grass 1 - Agrostis capillaris,Agrostis capillaris,90,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,4,Grass 3 - Holcus lanatus,Holcus lanatus,5,,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,4,Fallen oak leaves,Quercus robur,5,dead,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,4,dead flowers,Hypericum perforatum,2,possibly,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,4,just leaves - damaged,Hypericum perforatum,0.1,damaged,best.worms.spinners,
2022-07-04,Nell Pates,Knepp,N,NA,222,4,senesced grass,senesced grass,60,,best.worms.spinners,
2022-07-05,Nell Pates,Knepp,S,Y,122*,NA,roses,Rubus ulmifolius,0,abandoned site,,
2022-07-05,Nell Pates,Knepp,S,Y,122*,NA,oak - robur,Quercus robur,0,abandoned site,,
2022-07-05,Nell Pates,Knepp,S,Y,122*,NA,dead leaves,dead leaves,95,abandoned site,,
2022-07-05,Nell Pates,Knepp,S,Y,122*,NA,bare soil,bare soil,5,abandoned site,,
2022-07-05,Nell Pates,Knepp,S,Y,122*,NA,shoots = woody rosaceae seedling 3,Rosaceae sp,5,abandoned site,,
2022-07-05,Nell Pates,Knepp,S,Y,122*,NA,roses,Rubus ulmifolius,10,abandoned site,,
2022-07-05,Nell Pates,Knepp,S,Y,122*,NA,thorns,Prunus spinosa,15,abandoned site,,
2022-07-05,Nell Pates,Knepp,S,Y,122*,NA,round leaves sapling,Urtica dioica,1,abandoned site,,
2022-07-05,Nell Pates,Knepp,S,Y,122*,NA,sticks,sticks,55,abandoned site,,
2022-07-05,Nell Pates,Knepp,S,Y,122,1,Quercus robur,Quercus robur,0,overhang - 100,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,1,nettle,Urtica dioica,39,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,1,bare soil,bare soil,20,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,1,dead leaves,dead leaves,30,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,1,sticks,sticks,15,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,1,grass?,Agrostis stolonifera,10,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,1,moss,moss,20,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,1,shoots = woody rosaceae seedling 3,Rosaceae sp,6,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,1,"shoots 3 - small, dark green",leaves,1,too small to ID,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,2,Quercus robur,Quercus robur,0,overhang - 100,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,2,nettle,Urtica dioica,26,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,2,bare soil,bare soil,45,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,2,dead leaves,dead leaves,15,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,2,sticks,sticks,10,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,2,grass?,Agrostis stolonifera,3,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,2,moss,moss,10,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,2,shoots = woody rosaceae seedling 3,Rosaceae sp,4,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,2,shoots 5 - lobed leaves,Crataegus monogyna,1,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,2,shoots 6 - clumped paired leaves,Veronica serpyllifolia,6,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,3,Quercus robur,Quercus robur,0,overhang - 100,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,3,Rose trees - no thorns?,Rubus ulmifolius,0,overhang - 50,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,3,nettle,Urtica dioica,33,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,3,bare soil,bare soil,45,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,3,dead leaves,dead leaves,8,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,3,sticks,sticks,8,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,3,grass?,Agrostis stolonifera,10,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,3,senesced grass,senesced grass,5,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,3,shoots = woody rosaceae seedling 3,Rosaceae sp,2,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,3,lichen on sticks,lichen,5,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,3,"shoots 7 - denser, paired, darker green, pointy ends",Prunella vulgaris,5,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,4,Quercus robur,Quercus robur,0,overhang - 100,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,4,Rose trees - no thorns?,Rubus ulmifolius,0,overhang - 50,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,4,nettle,Urtica dioica,25,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,4,bare soil,bare soil,25,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,4,dead leaves,dead leaves,10,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,4,sticks,sticks,15,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,4,lichen on sticks,lichen,3,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,4,senesced grass,senesced grass,3,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,4,moss,moss,5,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,4,shoots = woody rosaceae seedling 3,Rosaceae sp,4,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,4,pale green - tiny purple flower,Epilobium palustre,1,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,4,Rumex sp?,Rumex obtusifolius,3,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,4,"single, little green leaves",leaves,2,too small to ID,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,122,4,Ragwort,Senecio jacobaea,5,,livid.raced.novel,
2022-07-05,Nell Pates,Knepp,S,Y,222,1,Grass 1 - Agrostis capillaris,Agrostis capillaris,95,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,S,Y,222,1,Grass 2 - Lolium perenne,Lolium perenne,1,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,S,Y,222,1,thistle,Cirsium arvense,4,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,S,Y,222,1,R repens,Ranunculus repens,8,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,S,Y,222,1,White clover,Trifolium repens,12,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,S,Y,222,1,senesced grass,senesced grass,15,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,S,Y,222,2,Grass 1 - Agrostis capillaris,Agrostis capillaris,30,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,S,Y,222,2,Grass 2 - Lolium perenne,Lolium perenne,5,,pines.excavated.hampers,
