Date,Recorder,Site,Block,Plot,Quadrant,Species (Nell),Species,Cover,Notes,what3words,survey
2022-07-18,Nell Pates,Boothby,S,133,2,grass 3 - lolium perenne?,Elymus repens,2,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,2,grass 4 - arrhe,Arrhenatherum elatius,2,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,2,nettle,Urtica dioica,8,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,2,thistle,Cirsium arvense,25,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,2,Bramble,Rubus fructicosus,4,+ overhang - 10,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,2,Ground ivy,Glechoma hederacea,5,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,2,galium aparine,Galium aparine,5,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,2,senesced grass,senesced grass,60,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,2,Rumex sp?,Rumex sanguineus,2,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,2,tall dead flowers,dead,5,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,3,grass 1 - cocksfoot,Dactylis glomerata,15,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,3,grass 2 - agrostis stol?,Poa trivialis,5,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,3,grass 3 - lolium perenne?,Elymus repens,1,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,3,grass 4 - arrhe,Arrhenatherum elatius,2,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,3,nettle,Urtica dioica,75,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,3,thistle,Cirsium arvense,15,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,3,Rumex sp?,Rumex sanguineus,4,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,3,Ground ivy,Glechoma hederacea,5,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,3,senesced grass,senesced grass,15,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,3,tall dead flowers,dead,5,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,3,bare soil,bare soil,8,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,4,grass 2 - agrostis stol?,Poa trivialis,35,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,4,grass 4 - arrhe,Arrhenatherum elatius,2,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,4,grass 5 - holcus lanatus,Holcus lanatus,2,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,4,nettle,Urtica dioica,10,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,4,thistle,Cirsium arvense,4,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,4,Ground ivy,Glechoma hederacea,2,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,4,senesced grass,senesced grass,50,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,C,133,1,beans,Vicia faba,100,mostly flattened,tipping.udder.tangent,A
2022-07-18,Nell Pates,Boothby,C,133,1,bare soil,bare soil,90,,tipping.udder.tangent,A
2022-07-18,Nell Pates,Boothby,C,133,1,dead leaves,dead leaves,15,,tipping.udder.tangent,A
2022-07-18,Nell Pates,Boothby,C,133,2,beans,Vicia faba,100,,tipping.udder.tangent,A
2022-07-18,Nell Pates,Boothby,C,133,2,bare soil,bare soil,90,,tipping.udder.tangent,A
2022-07-18,Nell Pates,Boothby,C,133,2,dead leaves,dead leaves,35,,tipping.udder.tangent,A
2022-07-18,Nell Pates,Boothby,C,133,3,beans,Vicia faba,95,,tipping.udder.tangent,A
2022-07-18,Nell Pates,Boothby,C,133,3,bare soil,bare soil,95,,tipping.udder.tangent,A
2022-07-18,Nell Pates,Boothby,C,133,3,dead leaves,dead leaves,20,,tipping.udder.tangent,A
2022-07-18,Nell Pates,Boothby,C,133,4,beans,Vicia faba,95,,tipping.udder.tangent,A
2022-07-18,Nell Pates,Boothby,C,133,4,bare soil,bare soil,95,,tipping.udder.tangent,A
2022-07-18,Nell Pates,Boothby,C,133,4,dead leaves,dead leaves,15,,tipping.udder.tangent,A
2022-07-18,Nell Pates,Boothby,C,113,1,beans,Vicia faba,85,,matchbox.marbles.readily,A
2022-07-18,Nell Pates,Boothby,C,113,1,bare soil,bare soil,90,,matchbox.marbles.readily,A
2022-07-18,Nell Pates,Boothby,C,113,1,dead leaves,dead leaves,35,,matchbox.marbles.readily,A
2022-07-18,Nell Pates,Boothby,C,113,1,dead skinny stems,dead,4,dead,matchbox.marbles.readily,A
2022-07-18,Nell Pates,Boothby,C,113,2,beans,Vicia faba,90,,matchbox.marbles.readily,A
2022-07-18,Nell Pates,Boothby,C,113,2,bare soil,bare soil,85,,matchbox.marbles.readily,A
2022-07-18,Nell Pates,Boothby,C,113,2,dead leaves,dead leaves,40,,matchbox.marbles.readily,A
2022-07-18,Nell Pates,Boothby,C,113,3,beans,Vicia faba,90,,matchbox.marbles.readily,A
2022-07-18,Nell Pates,Boothby,C,113,3,bare soil,bare soil,75,,matchbox.marbles.readily,A
2022-07-18,Nell Pates,Boothby,C,113,3,dead leaves,dead leaves,45,,matchbox.marbles.readily,A
2022-07-18,Nell Pates,Boothby,C,113,3,wheat,Triticum aestivum,0.5,dead,matchbox.marbles.readily,A
2022-07-18,Nell Pates,Boothby,C,113,4,beans,Vicia faba,80,,matchbox.marbles.readily,A
2022-07-18,Nell Pates,Boothby,C,113,4,bare soil,bare soil,85,,matchbox.marbles.readily,A
2022-07-18,Nell Pates,Boothby,C,113,4,dead leaves,dead leaves,45,,matchbox.marbles.readily,A
2022-07-18,Nell Pates,Boothby,C,122,1,oak,Quercus robur,0,overhang - 15,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,1,hornbeam?,Carpinus betulus,0,overhang - 100,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,1,grass sp,Festuca rubra,0,overhang 55,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,1,bramble,Rubus fructicosus,0,overhang - 25,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,1,dead leaves,dead leaves,90,,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,1,sticks,sticks,10,,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,1,moss,moss,3,,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,1,bare soil,bare soil,2,,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,2,oak,Quercus robur,0,overhang - 15,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,2,hornbeam?,Carpinus betulus,0,overhang - 100,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,2,grass sp,Festuca rubra,70,,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,2,bramble,Rubus fructicosus,4,,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,2,dead leaves,dead leaves,30,,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,2,sticks,sticks,5,,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,2,moss,moss,2,,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,2,bare soil,bare soil,8,,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,3,oak,Quercus robur,0,overhang - 15,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,3,hornbeam?,Carpinus betulus,0,overhang - 100,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,3,grass sp,Festuca rubra,55,,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,3,bramble,Rubus fructicosus,8,+ 10 overhang,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,3,dead leaves,dead leaves,50,,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,3,sticks,sticks,10,,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,3,moss,moss,5,,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,3,bare soil,bare soil,1,,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,3,shoot 1,Fraxinus excelsior,2,,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,3,shoot 2 - bracken?,Dryopteris filix-mas,0.1,,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,3,shoot 3 - ground ivy?,Glechoma hederacea,0.1,,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,4,oak,Quercus robur,0,overhang - 15,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,4,hornbeam?,Carpinus betulus,0,overhang - 100,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,4,grass sp,Festuca rubra,50,overhang - 15,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,4,dead leaves,dead leaves,55,,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,4,sticks,sticks,2,,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,4,moss,moss,10,,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,4,bare soil,bare soil,2,,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,4,shoot 2 - bracken?,Dryopteris filix-mas,1,,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,122,4,Rumex sp,Rumex crispus,3,,wire.panthers.permit,A
2022-07-18,Nell Pates,Boothby,C,123,1,oak,Quercus robur,0,overhang - 50,trend.greeting.tripods,A
2022-07-18,Nell Pates,Boothby,C,123,1,bramble,Rubus fructicosus,100,,trend.greeting.tripods,A
2022-07-18,Nell Pates,Boothby,C,123,1,sticks,sticks,10,,trend.greeting.tripods,A
2022-07-18,Nell Pates,Boothby,C,123,1,grass / sedge?,Brachypodium sylvaticum,2,,trend.greeting.tripods,A
2022-07-18,Nell Pates,Boothby,C,123,1,G urbanum,Geum urbanum,2,,trend.greeting.tripods,A
2022-07-18,Nell Pates,Boothby,C,123,1,dead leaves,dead leaves,50,,trend.greeting.tripods,A
2022-07-18,Nell Pates,Boothby,C,123,2,oak,Quercus robur,0,overhang - 50,trend.greeting.tripods,A
2022-07-18,Nell Pates,Boothby,C,123,2,bramble,Rubus fructicosus,100,,trend.greeting.tripods,A
2022-07-18,Nell Pates,Boothby,C,123,2,sticks,sticks,15,,trend.greeting.tripods,A
2022-07-18,Nell Pates,Boothby,C,123,2,grass / sedge?,Brachypodium sylvaticum,20,,trend.greeting.tripods,A
2022-07-18,Nell Pates,Boothby,C,123,2,sapling,Acer campestre,15,,trend.greeting.tripods,A
2022-07-18,Nell Pates,Boothby,C,123,2,dead leaves,dead leaves,50,,trend.greeting.tripods,A
2022-07-18,Nell Pates,Boothby,C,123,2,"shoot - twining, hairy, soft paired leaves",Lonicera periclymenum,1,,trend.greeting.tripods,A
2022-07-18,Nell Pates,Boothby,C,123,2,G urbanum,Geum urbanum,4,,trend.greeting.tripods,A
2022-07-18,Nell Pates,Boothby,C,123,3,oak,Quercus robur,0,overhang - 50,trend.greeting.tripods,A
2022-07-18,Nell Pates,Boothby,C,123,3,bramble,Rubus fructicosus,95,,trend.greeting.tripods,A
2022-07-18,Nell Pates,Boothby,C,123,3,sticks,sticks,5,,trend.greeting.tripods,A
2022-07-18,Nell Pates,Boothby,C,123,3,grass / sedge?,Brachypodium sylvaticum,20,,trend.greeting.tripods,A
2022-07-18,Nell Pates,Boothby,C,123,3,dead leaves,dead leaves,50,,trend.greeting.tripods,A
2022-07-18,Nell Pates,Boothby,C,123,4,oak,Quercus robur,0,overhang - 50,trend.greeting.tripods,A
2022-07-18,Nell Pates,Boothby,C,123,4,bramble,Rubus fructicosus,75,,trend.greeting.tripods,A
2022-07-18,Nell Pates,Boothby,C,123,4,grass / sedge?,Brachypodium sylvaticum,35,,trend.greeting.tripods,A
2022-07-18,Nell Pates,Boothby,C,123,4,sticks,sticks,10,,trend.greeting.tripods,A
2022-07-18,Nell Pates,Boothby,C,123,4,dead leaves,dead leaves,50,,trend.greeting.tripods,A
2022-07-19,Nell Pates,Boothby,NE,112,1,Timothy,Phleum pratense,80,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,1,soft brome,Bromus secalinus,2,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,1,Grass - Schedonorus pratensis?,Festuca rubra,4,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,1,C. nigra,Centaurea nigra,0,overhang - 5,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,1,bindweed,Convolvulus arvensis,15,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,1,Lotus,Lotus corniculatus,25,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,1,cocksfoot,Dactylis glomerata,0.5,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,1,dandelion sp,Taraxacum officinale,2,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,1,grass - tight to stem,Cynosurus cristatus,2,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,1,clover,Trifolium repens,1,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,1,senesced grass,senesced grass,40,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,2,Timothy,Phleum pratense,65,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,2,Grass - Schedonorus pratensis?,Festuca rubra,1,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,2,C. nigra,Centaurea nigra,20,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,2,bindweed,Convolvulus arvensis,15,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,2,Lotus,Lotus corniculatus,10,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,2,cocksfoot,Dactylis glomerata,0.1,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,2,dandelion sp,Taraxacum officinale,4,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,2,soft brome,Bromus secalinus,0.5,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,2,senesced grass,senesced grass,60,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,2,small Timothy,Phleum bertolonii,3,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,2,Agrostis sp,Poa trivialis,0.5,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,2,Lolium perenne,Lolium perenne,0.1,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,2,buttercup,Ranunculus repens,1,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,3,Timothy,Phleum pratense,25,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,3,Grass - Schedonorus pratensis?,Festuca rubra,15,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,3,soft brome,Bromus secalinus,5,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,3,C. nigra,Centaurea nigra,8,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,3,bindweed,Convolvulus arvensis,10,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,3,Lotus,Lotus corniculatus,10,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,3,cocksfoot,Dactylis glomerata,10,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,3,dandelion sp,Taraxacum officinale,3,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,3,small Timothy,Phleum bertolonii,2,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,3,Agrostis sp,Poa trivialis,4,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,3,tiny green hairy leaf shoots,shoot,0.5,too small to ID,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,3,senesced grass,senesced grass,30,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,3,Lolium perenne,Lolium perenne,0.1,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,3,"paired, pale green leaves - sapling? tough stem",Fraxinus excelsior,0.5,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,4,Timothy,Phleum pratense,30,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,4,soft brome,Bromus secalinus,5,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,4,Grass - Schedonorus pratensis?,Festuca rubra,10,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,4,C. nigra,Centaurea nigra,35,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,4,bindweed,Convolvulus arvensis,30,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,4,Lotus,Lotus corniculatus,5,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,4,cocksfoot,Dactylis glomerata,5,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,4,small Timothy,Phleum bertolonii,2,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,4,vetch,Vicia tetraspermae,0.1,"no flowers, quite small",gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,4,C. fontanum?,Cerastium fontanum,0.5,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,112,4,senesced grass,senesced grass,25,,gives.laugh.consoles,A
2022-07-19,Nell Pates,Boothby,NE,113,1,Barley,Hordeum distichum,95,,sharpens.visions.recur,A
2022-07-19,Nell Pates,Boothby,NE,113,1,bare soil,bare soil,50,,sharpens.visions.recur,A
2022-07-19,Nell Pates,Boothby,NE,113,2,Barley,Hordeum distichum,80,,sharpens.visions.recur,A
2022-07-19,Nell Pates,Boothby,NE,113,2,bare soil,bare soil,65,,sharpens.visions.recur,A
2022-07-19,Nell Pates,Boothby,NE,113,3,Barley,Hordeum distichum,85,,sharpens.visions.recur,A
2022-07-19,Nell Pates,Boothby,NE,113,3,bare soil,bare soil,60,,sharpens.visions.recur,A
2022-07-19,Nell Pates,Boothby,NE,113,4,Barley,Hordeum distichum,80,,sharpens.visions.recur,A
2022-07-19,Nell Pates,Boothby,NE,113,4,bare soil,bare soil,70,,sharpens.visions.recur,A
2022-07-19,Nell Pates,Boothby,NE,113,4,tiny shoot,shoot,0.1,too small to ID,sharpens.visions.recur,A
2022-07-19,Nell Pates,Boothby,NE,131,1,Timothy,Phleum pratense,50,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,1,soft brome,Bromus secalinus,1,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,1,Grass - Schedonorus pratensis?,Festuca rubra,2,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,1,Lolium perenne,Lolium perenne,5,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,1,grass tight to stem,Cynosurus cristatus,1,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,1,Agrostis sp,Poa trivialis,10,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,1,trifolium repens,Trifolium repens,25,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,1,R Repens,Ranunculus repens,20,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,1,small Timothy,Phleum bertolonii,2,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,1,senesced grass,senesced grass,35,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,2,Timothy,Phleum pratense,40,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,2,soft brome,Bromus secalinus,2,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,2,Grass - Schedonorus pratensis?,Festuca rubra,2,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,2,Lolium perenne,Lolium perenne,20,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,2,grass tight to stem,Cynosurus cristatus,1,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,2,Agrostis sp,Poa trivialis,5,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,2,small Timothy,Phleum bertolonii,5,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,2,trifolium repens,Trifolium repens,15,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,2,R Repens,Ranunculus repens,25,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,2,senesced grass,senesced grass,15,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,3,Timothy,Phleum pratense,5,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,3,soft brome,Bromus secalinus,5,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,3,Grass - Schedonorus pratensis?,Festuca rubra,2,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,3,Lolium perenne,Lolium perenne,20,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,3,grass tight to stem,Cynosurus cristatus,2,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,3,Agrostis sp,Poa trivialis,25,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,3,small Timothy,Phleum bertolonii,5,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,3,trifolium repens,Trifolium repens,20,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,3,R Repens,Ranunculus repens,35,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,3,senesced grass,senesced grass,25,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,3,geranium?,Geranium dissectum,2,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,4,Timothy,Phleum pratense,5,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,4,soft brome,Bromus secalinus,10,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,4,Grass - Schedonorus pratensis?,Festuca rubra,1,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,4,Lolium perenne,Lolium perenne,40,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,4,grass tight to stem,Cynosurus cristatus,2,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,4,Agrostis sp,Poa trivialis,8,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,4,trifolium repens,Trifolium repens,45,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,4,senesced grass,senesced grass,10,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,4,bare soil,bare soil,5,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,4,Rumex sp,Rumex crispus,3,,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,131,4,barley,Hordeum distichum,1,dead,minimums.counts.stack,A
2022-07-19,Nell Pates,Boothby,NE,133,1,barley,Hordeum distichum,65,,abundance.relocated.shepherdess,A
2022-07-19,Nell Pates,Boothby,NE,133,1,bare soil,bare soil,60,,abundance.relocated.shepherdess,A
2022-07-19,Nell Pates,Boothby,NE,133,1,moss,moss,0.5,,abundance.relocated.shepherdess,A
2022-07-19,Nell Pates,Boothby,NE,133,1,stones,stones,5,,abundance.relocated.shepherdess,A
2022-07-19,Nell Pates,Boothby,NE,133,2,barley,Hordeum distichum,90,,abundance.relocated.shepherdess,A
2022-07-19,Nell Pates,Boothby,NE,133,2,bare soil,bare soil,40,,abundance.relocated.shepherdess,A
2022-07-19,Nell Pates,Boothby,NE,133,2,stones,stones,2,,abundance.relocated.shepherdess,A
2022-07-19,Nell Pates,Boothby,NE,133,2,animal droppings,animal droppings,3,,abundance.relocated.shepherdess,A
2022-07-19,Nell Pates,Boothby,NE,133,3,barley,Hordeum distichum,85,,abundance.relocated.shepherdess,A
2022-07-19,Nell Pates,Boothby,NE,133,3,bare soil,bare soil,60,,abundance.relocated.shepherdess,A
2022-07-19,Nell Pates,Boothby,NE,133,3,stones,stones,2,,abundance.relocated.shepherdess,A
2022-07-19,Nell Pates,Boothby,NE,133,4,barley,Hordeum distichum,85,,abundance.relocated.shepherdess,A
2022-07-19,Nell Pates,Boothby,NE,133,4,bare soil,bare soil,50,,abundance.relocated.shepherdess,A
2022-07-19,Nell Pates,Boothby,NE,133,4,stones,stones,2,,abundance.relocated.shepherdess,A
2022-07-19,Nell Pates,Boothby,NE,133,4,animal droppings,animal droppings,2,,abundance.relocated.shepherdess,A
2022-07-19,Nell Pates,Boothby,NE,233,1,barley,Hordeum distichum,100,,unlisted.precluded.browser,A
2022-07-19,Nell Pates,Boothby,NE,233,1,bare soil,bare soil,40,,unlisted.precluded.browser,A
2022-07-19,Nell Pates,Boothby,NE,233,2,barley,Hordeum distichum,100,,unlisted.precluded.browser,A
2022-07-19,Nell Pates,Boothby,NE,233,2,bare soil,bare soil,35,,unlisted.precluded.browser,A
2022-07-19,Nell Pates,Boothby,NE,233,3,barley,Hordeum distichum,100,,unlisted.precluded.browser,A
2022-07-19,Nell Pates,Boothby,NE,233,3,bare soil,bare soil,50,,unlisted.precluded.browser,A
2022-07-19,Nell Pates,Boothby,NE,233,3,stones,stones,1,,unlisted.precluded.browser,A
2022-07-19,Nell Pates,Boothby,NE,233,4,barley,Hordeum distichum,100,,unlisted.precluded.browser,A
2022-07-19,Nell Pates,Boothby,NE,233,4,bare soil,bare soil,40,,unlisted.precluded.browser,A
2022-07-19,Nell Pates,Boothby,NE,322,1,barley,Hordeum distichum,100,,friend.replenish.shackles,A
2022-07-19,Nell Pates,Boothby,NE,322,1,bare soil,bare soil,35,,friend.replenish.shackles,A
2022-07-19,Nell Pates,Boothby,NE,322,1,galium aparine,Galium aparine,10,,friend.replenish.shackles,A
2022-07-19,Nell Pates,Boothby,NE,322,1,dead stem - fluffly flowers,dead,3,dead,friend.replenish.shackles,A
2022-07-19,Nell Pates,Boothby,NE,322,1,"shoot 1 - serrated leaves, hairy / spiny stem",Urtica urens,1,,friend.replenish.shackles,A
2022-07-19,Nell Pates,Boothby,NE,322,1,shoot 2 - tiny flowers - forget-me-not,Myosotis arvensis,1,,friend.replenish.shackles,A
2022-07-19,Nell Pates,Boothby,NE,322,2,barley,Hordeum distichum,95,,friend.replenish.shackles,A
2022-07-19,Nell Pates,Boothby,NE,322,2,bare soil,bare soil,40,,friend.replenish.shackles,A
2022-07-19,Nell Pates,Boothby,NE,322,2,galium aparine,Galium aparine,5,,friend.replenish.shackles,A
